x,y,target,kfold
29.276476,-25.399368,9,0
-22.454294,-8.12063,8,0
2.9812727,53.17721,6,0
1.3550788,4.5234046,5,0
-2.001513,-20.06223,1,0
37.97617,-21.835138,4,0
36.589184,-26.506393,9,0
-23.285666,-49.141605,2,0
-38.67812,-44.663315,2,0
-34.937096,20.788008,3,0
-42.12745,52.55382,0,0
25.281513,-26.000086,9,0
-23.183668,-29.295038,2,0
-34.64679,48.86357,0,0
-54.06176,7.474907,3,0
46.961346,21.213243,4,0
-29.336271,-31.07658,2,0
59.964386,-28.731525,7,0
-34.32937,-17.909864,8,0
-18.383162,-11.9711,8,0
-47.30536,4.209366,3,0
10.257368,31.861603,6,0
32.704338,-24.079657,9,0
-24.201246,-31.185684,2,0
-32.607086,52.861336,0,0
-44.688194,16.11229,3,0
-6.64823,3.0167823,3,0
-29.262081,54.248615,0,0
-27.419893,-42.1444,2,0
-23.681452,27.634571,3,0
6.7773123,29.903929,5,0
-0.9541695,-60.64457,1,0
-23.218155,56.05632,0,0
50.899284,-27.09706,7,0
7.829809,37.247757,6,0
-11.686668,16.893547,5,0
-26.430859,56.538906,0,0
13.652051,45.865913,6,0
39.71578,-3.649499,4,0
28.265818,-38.797634,7,0
-48.581444,-2.3376713,3,0
40.87657,-12.186397,4,0
-27.79272,30.427383,5,0
-35.416386,-0.21995264,3,0
1.6651275,-27.237198,1,0
28.427174,6.2322626,9,0
-38.81207,5.584665,3,0
-33.311695,18.229551,3,0
-27.262701,53.35207,0,0
-39.377655,45.787106,0,0
25.754543,-13.345042,5,0
-49.367275,0.63517404,3,0
-9.6831,20.944576,5,0
57.25197,-20.240698,7,0
3.0338225,57.35194,6,0
-46.695843,-41.51104,2,0
-32.65779,52.01883,0,0
-32.03825,58.896984,0,0
-5.640295,-47.669235,1,0
-11.127461,-41.934418,1,0
0.6087316,-26.403755,1,0
29.249775,9.192931,9,0
-32.21215,33.991688,8,0
2.9369092,-13.756122,1,0
10.884914,44.040695,6,0
-49.33015,17.19327,8,0
56.282722,-36.75314,7,0
-2.0469747,20.987219,5,0
-51.04802,1.202938,3,0
-19.651844,18.562529,5,0
39.828434,-9.145154,4,0
-14.707463,7.0238147,8,0
45.657547,-33.293606,7,0
-33.502186,69.99353,0,0
-5.8451905,-30.691713,1,0
28.875566,-4.79029,9,0
25.935957,-29.013178,9,0
-28.349728,52.37467,0,0
-16.348303,-20.8628,3,0
-46.55566,-37.796745,2,0
33.653492,7.32206,9,0
15.469608,-30.729658,2,0
-32.470577,23.305925,3,0
-38.42215,-39.729496,2,0
-50.56001,4.116526,3,0
43.997967,18.510582,4,0
42.19629,11.0207615,9,0
-23.931973,-28.386152,2,0
-34.766388,53.179646,0,0
-31.327488,-16.3028,8,0
53.393356,0.85457397,4,0
53.200813,20.363398,4,0
-14.505232,19.382536,5,0
48.74135,-36.674816,7,0
32.591064,-6.7272205,9,0
-29.469852,12.372671,3,0
3.168512,-20.907505,1,0
-26.031248,-21.008469,8,0
-8.848685,-14.990714,8,0
-6.1168404,-55.581585,1,0
-12.41126,-43.077995,1,0
-23.7845,70.46631,0,0
36.587605,16.40974,4,0
47.573715,-33.604584,7,0
-25.580465,20.061453,3,0
39.464966,-19.417435,4,0
-39.33154,-40.423203,2,0
0.40640298,-20.339716,1,0
-34.63892,-13.779921,8,0
2.1692588,46.975624,6,0
-37.61048,54.96755,0,0
2.39494,-25.95705,4,0
-20.103899,52.761276,0,0
0.04153852,11.16163,5,0
5.9220605,55.208496,6,0
32.81827,-26.533043,9,0
-41.060604,-36.497616,2,0
24.379295,-29.311129,7,0
54.5064,6.977085,4,0
47.411037,-2.1620796,4,0
-2.1116996,-38.87363,1,0
63.038307,-27.03744,7,0
-43.798588,23.151234,3,0
38.876656,-5.057631,4,0
-21.19499,-38.961655,2,0
56.0595,-31.257626,7,0
58.12605,-22.76624,7,0
11.530302,44.915886,6,0
-23.977966,51.537045,0,0
-17.895922,1.8338736,8,0
-47.67046,9.643092,3,0
-3.356087,-11.387372,4,0
-39.99906,22.362259,3,0
31.18413,-24.88696,9,0
-30.990437,52.86737,0,0
6.9840393,7.7995358,5,0
50.924892,27.434187,4,0
-1.6958259,8.874479,5,0
65.80535,-27.677479,7,0
20.89182,45.621326,6,0
11.142602,-41.3125,2,0
-38.414684,5.594863,3,0
-21.75875,2.9799623,8,0
0.981247,40.321735,6,0
-1.6036855,-44.91366,1,0
30.959354,-11.450312,9,0
30.248749,-12.090466,8,0
-27.945993,-6.527154,8,0
-7.9609,-47.023506,1,0
26.513304,-39.716663,7,0
-33.117016,-13.18665,8,0
41.873295,-48.028976,7,0
5.4664006,-59.0084,4,0
-30.093746,58.898853,0,0
-41.994957,59.713074,0,0
-23.672369,48.89078,0,0
19.866299,-7.1246133,4,0
24.895878,0.67820114,4,0
47.57038,-28.83945,7,0
43.687023,28.579012,7,0
36.739033,13.677023,7,0
28.10008,-36.55059,9,0
-17.810995,29.92174,5,0
-41.268585,56.27573,0,0
28.060244,6.925044,9,0
8.921085,53.11361,6,0
7.6777925,49.426537,6,0
-52.124477,11.632039,3,0
38.86655,-20.4621,4,0
-1.2181151,-27.770107,1,0
28.017467,2.6905346,4,0
21.115646,52.793713,6,0
28.47609,-0.7629006,9,0
20.846834,14.949937,3,0
26.497812,-41.48108,9,0
20.084677,-6.8695626,9,0
25.102423,-4.167777,4,0
-3.7448149,17.475945,5,0
-31.399704,-43.36963,2,0
-25.994646,10.026441,8,0
28.560457,-4.8560824,9,0
-28.07708,-44.934963,2,0
-31.956808,12.735006,3,0
-7.2339115,2.1293945,3,0
1.7766372,51.15845,6,0
3.911835,35.502083,6,0
-25.397533,-18.771147,8,0
-27.706322,-42.209656,2,0
-2.0137763,5.377601,5,0
22.876047,52.134922,6,0
0.71822864,-21.63725,1,0
55.13045,14.874378,7,0
46.817875,24.716341,9,0
-43.3055,20.020895,5,0
63.89227,-34.8486,7,0
-0.3396829,-43.949306,1,0
24.775162,-24.826445,9,0
-19.33727,-4.620002,8,0
-1.3049448,3.9936836,5,0
60.720116,-34.668373,7,0
8.042561,7.1342206,5,0
31.690115,-33.870724,9,0
-21.292007,-13.055121,8,0
46.24749,9.718967,4,0
-19.853384,4.0665936,8,0
-12.858929,-43.801556,1,0
-17.614513,-4.5683846,8,0
-32.832912,-19.030405,8,0
30.979588,7.7610993,4,0
49.24408,-13.111463,9,0
-37.76021,56.863148,0,0
-35.7685,68.01122,0,0
42.937973,-28.847458,9,0
-48.226967,2.7817998,3,0
0.9603411,10.335161,5,0
-20.489822,-39.434082,2,0
-16.020842,26.224638,5,0
-35.41472,22.446222,5,0
-30.86917,50.734318,0,0
-22.167,-16.72893,8,0
-27.810703,29.322708,5,0
19.586018,-17.684458,2,0
19.967129,54.17518,6,0
47.668983,15.414758,9,0
14.383583,54.386364,6,0
-38.700977,25.491013,5,0
-27.39851,-4.358425,8,0
44.09526,13.187912,4,0
-0.85826063,-12.611989,1,0
46.1773,5.2518296,4,0
-44.808815,-40.442455,2,0
-2.4899547,-45.53571,1,0
-4.244711,-37.08275,1,0
10.761615,-15.721059,3,0
62.238827,-21.677507,9,0
-26.216599,24.741,5,0
40.181854,-6.2897844,4,0
-44.309456,-2.5186145,3,0
34.497902,-16.17794,4,0
-5.56549,-53.5499,1,0
-1.1578208,-15.474746,1,0
48.77742,-44.931656,7,0
-19.953995,26.388834,5,0
-34.866066,1.6755943,3,0
12.479634,-36.5367,2,0
34.315006,3.9891202,9,0
-43.560993,-1.3654958,3,0
12.288646,34.97161,5,0
64.883705,-27.263218,7,0
-1.8874236,-26.25587,4,0
-26.923664,64.7644,0,0
0.8798837,45.992195,6,0
33.33131,14.024834,9,0
-40.801754,7.1309547,3,0
-24.925852,-2.1953213,8,0
15.789126,40.586174,6,0
1.711488,-51.51677,1,0
-26.354317,21.809114,5,0
-8.554594,-41.841206,1,0
-28.33153,46.359505,0,0
-31.70382,44.28816,0,0
48.408115,-35.775642,7,0
5.9315724,9.102885,5,0
-2.0976937,-51.853924,1,0
40.41128,19.40739,4,0
-40.16306,-36.966747,2,0
-44.39748,-39.73452,2,0
45.39702,-13.840765,9,0
-54.64023,6.567738,3,0
37.733467,16.371418,4,0
6.935391,15.00625,5,0
52.768158,28.107971,4,0
20.43814,41.990715,6,0
-16.308393,-33.295074,2,0
57.03914,-13.732941,9,0
-5.301286,50.80556,0,0
34.46323,-3.3523364,7,0
50.12381,-29.387814,3,0
-4.320588,-15.795942,7,0
11.434856,47.18073,6,0
-26.039354,54.336018,0,0
30.53497,-8.960746,9,0
36.774036,-15.5589,4,0
-47.74297,15.300067,3,0
45.44097,11.666457,4,0
32.724144,-22.831295,9,0
13.201141,38.177803,6,0
54.412724,-30.411985,7,0
48.21811,-25.338684,7,0
36.016342,-18.269136,4,0
-51.38149,-40.63721,2,0
36.06329,4.2205296,9,0
-22.69189,-41.57809,2,0
-44.40784,-3.8608844,3,0
-38.363018,52.105797,0,0
-22.576519,68.36127,0,0
5.4954796,-58.9008,4,0
27.191532,-12.1865835,9,0
37.155552,12.050127,4,0
-27.444818,-49.651657,2,0
-1.9250995,-29.172298,1,0
-50.448185,-6.7582574,3,0
2.3106697,6.9034157,5,0
-24.450369,-13.058489,8,0
49.813118,26.814068,4,0
-41.52777,58.846447,0,0
-42.3878,16.079899,3,0
-6.001605,-41.341328,4,0
-4.957519,-20.319117,1,0
-36.88277,57.45744,0,0
-3.237688,-62.421707,1,0
-19.557995,-21.41695,8,0
-53.262104,-41.37135,2,0
47.075737,3.0254393,4,0
44.792995,-15.447075,9,0
-21.129383,-33.039722,2,0
-26.07794,24.370691,5,0
53.946133,-12.651185,8,0
51.164436,-8.809548,9,0
11.614495,-29.623308,9,0
-23.582438,7.8648753,8,0
-0.23503175,-20.91419,1,0
-56.67934,-39.863453,2,0
-18.809837,24.643362,5,0
-7.1317472,22.81126,5,0
-42.108936,10.288033,3,0
-19.721043,41.0698,0,0
-21.274046,55.51939,0,0
-41.44646,19.244549,3,0
17.351439,46.25067,6,0
-31.871511,19.326977,3,0
-34.33625,17.3343,3,0
-45.486557,-5.371824,3,0
42.31705,19.153088,4,0
-22.84445,23.64514,5,0
-6.074305,-57.94573,1,0
45.769417,-31.061995,7,0
55.11887,14.72732,7,0
26.804447,-35.548344,9,0
-30.13012,-20.48023,8,0
33.82693,-25.170815,9,0
-3.9262774,-18.186775,1,0
49.2792,12.04222,4,0
-34.801765,27.099693,8,0
42.664658,31.438087,7,0
-40.39945,4.1898284,3,0
-50.36387,-9.277237,3,0
53.593784,-29.579319,7,0
57.791763,-31.658667,7,0
-43.736546,-7.244649,3,0
37.623516,6.3479075,9,0
-3.3877625,-63.04468,1,0
-6.2027917,26.214222,5,0
63.86445,-32.48822,7,0
-30.160614,-21.992365,8,0
-25.47925,66.77452,0,0
-32.380657,26.48489,5,0
-27.127377,-41.821457,2,0
-21.58043,4.976177,8,0
-13.585068,33.106342,5,0
24.255255,-29.484272,7,0
0.2769178,20.147451,5,0
48.47443,13.233469,4,0
1.5968955,-41.034874,1,0
-49.0813,-9.350625,3,0
-32.384014,15.465617,3,0
-38.020298,36.954815,5,0
-22.009014,66.73531,0,0
-37.887623,-34.022663,2,0
3.601686,-41.188305,2,0
-46.39524,17.273808,3,0
55.539787,-26.226643,7,0
-36.517242,66.333916,0,0
-26.83632,-13.782086,8,0
49.131702,16.88142,9,0
3.1268027,-11.823975,1,0
-2.0532322,43.610058,6,0
29.621943,-27.191004,9,0
25.533686,42.627033,6,0
45.17688,-30.891052,7,0
-54.82439,-41.187965,2,0
-2.0624719,39.531506,6,0
-23.676239,48.980865,0,0
1.7853004,-15.232942,1,0
7.249101,45.3432,6,0
49.097153,-7.5594296,9,0
0.11104891,-10.443781,1,0
-13.768095,-2.4797332,8,0
14.729038,-43.97053,2,0
-2.6440737,-16.5943,1,0
-23.754765,-3.0517116,8,0
-4.014109,-46.23795,1,0
27.816542,40.704197,6,0
-12.956179,25.384857,6,0
29.587416,-4.912466,9,0
-43.646477,-33.86545,2,0
5.8664145,-30.320107,3,0
-38.070114,54.02596,0,0
65.11842,-34.570766,7,0
-44.33064,12.121157,3,0
41.102654,-0.00767566,4,0
-31.324574,46.3018,0,0
23.150629,-5.312354,4,0
-18.32549,17.827343,5,0
-32.824165,65.568855,0,0
-29.40232,-30.989056,2,0
9.640983,6.4404182,5,0
30.552994,5.6020207,4,0
50.283424,22.739868,4,0
-30.823713,10.163553,3,1
56.61679,-0.5938275,4,0
-4.762075,-19.93267,1,0
-2.021415,44.293125,6,0
18.07355,23.745584,4,0
-3.371188,50.87731,6,0
-29.797844,-18.460794,8,0
37.79021,31.640606,9,0
54.614388,-26.192728,7,0
-3.2255697,-14.196091,1,0
-49.903927,0.6443238,3,1
5.2642365,8.461936,5,0
-18.870338,17.13308,3,1
44.860096,10.210118,4,0
-19.661165,50.06421,0,0
9.796887,-29.463387,7,0
46.37718,-30.312078,7,0
4.175615,14.357193,5,0
1.151448,-28.157375,1,0
-39.51574,14.771228,3,1
-50.268288,-33.955757,2,0
52.050797,28.767202,4,0
-13.782263,-47.153263,8,0
-23.098337,65.479546,0,0
-40.15652,12.813215,3,1
0.9494366,-28.605654,1,0
-18.278376,-4.022129,8,0
54.726578,-27.432934,7,0
-6.2544885,25.998854,5,0
12.823083,-50.401,2,0
38.854683,-7.2069254,4,0
47.271343,-2.4618516,4,1
7.7730727,56.976845,6,0
34.00949,-32.197586,9,0
44.414013,-40.19347,7,0
-49.038807,12.074296,3,1
8.380697,7.505141,5,0
-21.673769,58.517124,0,0
30.813496,-47.340797,7,0
30.831102,-47.335114,7,0
25.350243,-24.403234,9,0
-2.862959,-57.801147,1,0
-50.88174,-34.40159,2,0
16.804909,48.98674,6,0
-11.870833,30.943094,5,0
47.72081,12.526676,4,1
-2.4189186,-15.693606,1,0
46.79453,3.781789,4,1
36.84844,1.1574317,9,0
44.611378,15.972801,4,1
-19.553257,58.090744,0,0
-35.577637,67.072525,0,0
-35.66367,27.446274,5,0
-44.94852,-32.434418,3,1
21.267628,51.636387,6,0
-46.851013,-2.4630616,3,1
-29.628283,48.838863,0,0
35.077484,-14.27319,4,1
-27.749447,-40.647404,2,0
44.832825,2.1137023,4,1
22.782463,-36.85315,3,1
-21.489378,-4.00785,8,0
15.146571,42.65526,6,0
-2.6319585,-28.351076,1,0
49.49379,9.907478,4,1
-8.321861,-55.13074,1,0
-1.1565297,45.777325,6,0
-22.69048,26.94902,3,1
32.5383,-30.188164,9,1
-28.139172,-17.625563,8,0
-3.3102725,-61.393585,1,0
-3.6692488,-53.072617,1,0
-30.636898,-46.002926,2,0
64.79265,-27.271797,7,0
27.18543,46.686436,6,0
-17.181763,23.62944,5,1
-49.317566,-42.036755,2,0
16.511232,46.69267,6,0
8.718496,39.929794,6,0
47.263355,-2.4327466,4,1
-33.578114,-7.50917,8,0
-11.148841,14.457854,5,1
-18.439167,-2.4059236,8,0
-28.47991,60.16763,0,0
55.73957,7.2634635,4,1
52.53925,26.816973,4,1
-7.27231,-54.801342,1,0
29.049587,4.277301,4,1
-5.4674754,-49.280437,1,0
0.9921395,56.388504,6,0
3.8807476,58.295372,6,0
-25.31401,45.42701,0,0
-49.02647,12.08949,3,1
-39.864822,-34.597725,2,0
37.75208,-8.139538,4,1
-32.713837,13.498331,3,1
-44.174004,15.588552,3,1
-3.4303453,-13.295726,4,1
1.0664368,-58.85598,1,0
-16.663237,-35.293465,2,0
-50.342155,8.339717,3,1
-2.3626108,50.928024,6,0
47.920837,28.932392,4,1
17.427652,-33.130684,7,0
-30.189272,-14.301689,8,0
6.294767,49.131763,6,0
-36.673527,-48.718235,2,1
7.1960506,41.699696,6,0
-6.5105834,-35.86834,2,1
-38.119095,49.217186,0,0
-40.40263,54.740795,0,0
-0.8919601,-12.573193,1,0
-13.778217,0.99918616,8,0
-26.137249,14.695,3,1
62.05282,-34.727585,7,0
26.416885,-5.255371,9,1
46.19611,-33.487686,7,0
10.678089,57.87994,6,0
-14.716836,7.056581,8,0
-21.665943,-2.3553298,8,0
7.032366,12.111029,5,1
-20.928978,2.4525814,8,1
67.74364,-30.934145,7,0
18.947924,43.767216,6,0
2.744573,11.9655485,5,1
40.22597,-11.549216,4,1
-25.619017,48.610058,0,1
32.36051,-33.297436,9,1
13.528343,51.239532,6,0
40.92965,13.969471,9,1
-40.668037,50.41243,0,1
-35.99904,57.145874,0,1
52.471935,2.128051,4,1
10.638249,41.845634,6,0
3.390412,19.88921,5,1
30.505514,-15.836175,2,1
-35.613667,56.044926,0,1
-49.810345,-36.91473,2,1
-24.471308,7.6932597,2,1
39.87101,-35.68552,7,1
33.949944,8.487583,9,1
35.959072,8.023378,9,1
0.96136796,-40.574104,1,0
-27.86204,31.44157,9,1
28.833813,-27.655298,9,1
-10.797225,17.793764,5,1
-13.913024,-1.2585876,8,1
7.580884,49.257195,6,0
-29.56875,66.83855,0,1
-41.2522,-40.831913,2,1
-3.2595007,-54.08313,1,0
49.37707,-11.213788,9,1
18.465351,-17.578987,7,1
-1.844796,-16.86834,1,0
13.951145,43.8661,6,1
-32.678505,-7.1524525,8,1
-33.86784,2.355056,3,1
-45.883266,4.291395,3,1
4.7327504,40.61172,6,1
56.566166,-22.541954,7,1
-17.955767,-5.369028,8,1
-4.211971,48.977238,6,1
-43.40221,16.823431,3,1
-53.34024,-35.21205,2,1
64.06875,-28.882162,7,1
-0.521273,-62.017967,1,0
57.48005,-37.60227,7,1
-37.115227,61.461754,0,1
-21.522806,-43.23975,7,1
-37.123753,23.292673,5,1
-5.2109604,-14.041339,8,1
-20.933197,-5.1270456,8,1
17.109812,43.561684,6,1
0.25218028,-15.7644205,1,0
-2.4101923,-53.18443,1,0
-49.891655,-9.286795,3,1
50.59063,-1.7125415,4,1
20.590649,49.587696,6,1
-0.3841102,-49.760284,1,1
-6.307722,16.772089,5,1
45.85296,12.737469,4,1
-20.325077,-37.305737,2,1
-17.948154,-22.77037,8,1
-19.12637,53.061634,0,1
29.862156,-5.761288,9,1
-2.426067,41.133476,6,1
51.67793,-26.407887,7,1
-4.5304403,-40.982758,1,1
2.0248141,-7.3844934,1,1
25.734005,40.542576,6,1
10.895547,11.392497,5,1
21.318012,42.89158,6,1
-22.64907,-43.78866,2,1
29.563135,15.622626,1,1
45.604076,-4.39775,4,1
-18.480865,55.018204,0,1
10.125388,50.800995,6,1
-1.1698301,-11.44667,1,1
-19.715357,-32.156155,2,1
-35.65137,51.52199,0,1
-1.404648,-31.138891,1,1
61.62964,-23.042498,7,1
22.113564,47.227333,6,1
-23.766565,-36.424,2,1
-20.412659,42.798397,0,1
-0.41516912,-38.233475,7,1
-19.74343,-21.753408,8,1
26.430584,-17.96152,4,1
4.6939387,45.133835,6,1
-22.65884,55.1879,0,1
38.87023,-14.623143,4,1
-25.341345,22.303019,3,1
9.533801,41.910202,6,1
60.701473,-33.209602,7,1
-17.736347,55.17053,0,1
1.3139497,10.524111,5,1
-34.300827,56.357803,0,1
-0.93715245,-17.100822,1,1
47.37417,-36.220036,9,1
38.936607,9.338823,4,1
13.902578,-37.074303,2,1
-8.462947,-55.22665,1,1
44.518997,-28.829844,7,1
-28.522593,24.003595,5,1
61.490433,-31.13655,7,1
-36.870827,16.356922,3,1
-32.587334,-0.76499426,3,1
-0.2030633,-59.063866,1,1
-1.574917,-60.259617,1,1
-43.15326,20.009523,5,1
2.7534864,-47.56346,1,1
-27.112745,-15.440855,8,1
-1.8176717,-48.199673,3,1
0.7344741,-19.15546,1,1
-29.503462,-15.154831,8,1
37.216366,3.9522965,9,1
-6.1868854,-18.405077,1,1
5.567091,50.06098,6,1
3.239348,-13.166996,1,1
-24.883894,54.41724,0,1
-17.14881,27.124395,5,1
42.034706,-39.040886,7,1
-50.989525,-41.6099,2,1
-0.4800315,49.802937,6,1
46.370106,-7.635121,9,1
-29.939838,0.8512527,3,1
5.614852,1.2973704,0,1
-28.346052,52.17898,0,1
4.1713243,-45.768433,1,1
-24.454426,62.513226,0,1
-2.452276,-39.20716,1,1
62.216125,-35.767467,7,1
-47.4418,0.34368324,3,1
38.33107,10.782841,4,1
-27.601412,-33.376205,2,1
29.369192,-30.198696,9,1
-36.621162,27.891367,5,1
31.009262,12.672416,4,1
-4.5079737,14.479293,5,1
30.949797,-24.317215,9,1
-25.987436,-7.255969,8,1
-12.968856,17.728117,5,1
37.38107,-23.948158,9,1
-20.049915,-5.729853,8,1
-3.5947204,45.96892,6,1
-2.7827582,43.64227,6,1
-31.368338,14.976362,3,1
49.85106,-44.053867,7,1
-27.01409,43.809273,2,1
-47.036495,-40.05311,2,1
53.533474,24.946058,4,1
7.5150137,13.796021,5,1
32.22423,-28.732822,9,1
-45.14185,12.882535,3,1
46.149868,-25.883608,1,1
32.688286,2.4771602,9,1
-28.16804,-10.4142275,8,1
-17.478954,6.0081043,8,1
14.78762,-38.504086,2,1
-24.97443,22.641485,5,1
35.63198,0.0033742674,9,1
31.87274,0.7749451,9,1
12.081509,-32.528416,7,1
-26.208124,-11.028013,8,1
-23.220055,-38.55216,2,1
49.885124,-11.011377,9,1
-1.0812397,42.06133,6,1
29.21136,45.865116,6,1
-5.046019,-54.36133,1,1
-34.11051,69.5954,0,1
3.4104145,56.673325,6,1
37.98657,-15.015134,4,1
-33.79677,51.5855,0,1
-38.3615,13.800318,8,1
7.407385,40.448,6,1
2.4032006,41.515083,6,1
-6.3021383,18.303242,5,1
23.10147,-7.446018,7,1
-0.7957579,-32.914265,1,1
33.948048,-4.4458623,9,1
37.366158,-43.685947,7,1
3.549481,48.73229,6,1
37.249523,-15.161583,4,1
20.199215,16.088959,3,1
-37.9882,62.128716,0,1
-19.979052,64.77272,0,1
24.855171,42.18265,6,1
-4.111684,-42.57812,1,1
18.065062,42.706383,6,1
48.0542,20.124369,4,1
-4.7022886,-33.900692,1,1
-31.636707,44.308987,0,1
-19.758612,-0.9420709,8,1
-50.039673,1.6004748,3,1
-23.048485,13.379444,9,1
-30.814835,-2.5758624,8,1
-50.446884,-42.67327,2,1
22.958132,47.92766,6,1
39.006367,-19.812601,4,1
-30.773314,-46.078133,2,1
26.892654,-3.5184846,4,1
-27.46435,50.14178,0,1
-1.766322,41.197178,6,1
1.6101761,21.249226,8,1
40.984135,-0.2965324,4,1
-17.548523,-22.290081,8,1
-50.05011,6.9997315,3,1
-29.02033,-34.118904,2,1
-0.85256255,-18.711506,1,1
-25.611393,19.957748,3,1
17.645247,50.818897,6,1
-51.00959,-38.578003,2,1
31.004608,-30.81537,9,1
-28.058998,20.263094,3,1
0.0578246,-47.603268,1,1
-0.07466143,-39.78146,1,1
53.811928,-34.67391,7,1
-34.03301,65.63405,0,1
37.73222,-9.889594,4,1
5.258175,32.514435,6,1
-35.029655,53.33814,0,1
-41.063366,-43.444042,2,1
-22.95014,63.55033,0,1
35.176426,3.21519,9,1
-2.3890712,-25.092104,1,1
49.351833,5.977243,4,1
32.92238,-10.600429,9,1
58.632507,-26.301031,7,1
34.391853,5.908573,4,1
-3.2304552,-41.367775,1,1
47.816753,22.542723,4,1
1.1886951,-54.749718,1,1
-31.012632,-8.370217,8,1
22.149199,17.268785,3,1
-34.359386,57.548748,0,1
59.436794,-26.422047,7,1
-29.37415,-44.77224,2,1
-28.999895,-34.06254,2,1
-30.805662,49.83112,0,1
52.0679,-7.563529,9,1
2.7117352,39.589943,8,1
-21.463234,61.472313,0,1
2.9282315,12.775706,5,1
-42.84215,28.671337,8,1
-30.407604,-18.466866,8,1
4.8645,-53.473507,1,1
46.407505,-39.437714,7,1
1.9653441,-41.012238,1,1
10.199961,-30.13881,7,1
-20.624012,15.657063,8,1
-48.621,4.9241934,3,1
52.467415,-22.639832,3,1
-2.390565,-34.428883,1,1
45.339256,-14.946322,9,1
31.913023,19.878286,9,1
-41.052765,-30.676243,2,1
-42.17302,17.236177,3,1
49.206455,-10.845938,9,1
14.778144,-39.675945,2,1
55.196346,1.2142718,4,1
52.31737,-38.96219,7,1
27.837318,-35.10222,9,1
26.174234,-28.627327,9,1
24.828491,44.541485,6,1
36.094498,-43.813484,7,1
3.903485,34.27462,6,1
1.4924595,-60.83206,1,1
-28.463036,-19.042124,8,1
-12.4978895,39.79863,2,1
27.502874,-34.13714,9,1
-36.215584,0.18510297,3,1
-2.7864242,-32.253094,1,1
8.581243,52.71612,6,1
29.83359,-33.798885,9,1
-15.856321,-1.4160589,8,1
-11.247921,16.699095,5,1
0.6167664,-20.5373,1,1
-56.385674,-37.44966,2,1
28.847637,-35.411175,9,1
-48.78681,2.622224,3,1
6.7862544,55.798042,6,1
-21.076166,0.97628474,8,1
-10.749113,8.860381,5,1
33.84681,8.322547,9,1
40.19531,34.1227,0,1
25.270872,-1.5838941,4,1
-18.540947,10.683634,5,1
55.27696,-23.278334,7,1
